raceId,driverId,points,position,wins
31,12,13.0,12,0
31,21,0.0,19,0
31,22,11.0,13,0
31,19,0.0,22,0
31,11,0.0,21,0
31,13,77.0,2,5
31,10,15.0,11,0
31,16,0.0,20,0
31,20,23.0,9,1
32,1,84.0,1,4
32,2,56.0,5,0
32,3,17.0,12,0
32,4,38.0,7,1
32,5,51.0,6,1
32,6,9.0,15,0
32,7,4.0,17,0
32,8,57.0,4,2
32,9,64.0,3,1
32,15,26.0,9,0
32,17,20.0,11,0
32,14,8.0,16,0
32,18,3.0,18,0
32,12,13.0,13,0
32,21,0.0,19,0
32,22,11.0,14,0
32,19,0.0,22,0
32,11,0.0,21,0
32,13,77.0,2,5
32,10,20.0,10,0
32,16,0.0,20,0
32,20,27.0,8,1
33,1,84.0,1,4
33,2,56.0,5,0
33,3,17.0,13,0
33,4,48.0,7,2
33,5,51.0,6,1
33,6,9.0,15,0
33,7,4.0,17,0
33,8,63.0,4,2
33,9,72.0,3,1
33,15,30.0,9,0
33,17,21.0,10,0
33,14,8.0,16,0
33,18,3.0,18,0
33,12,18.0,12,0
33,21,0.0,19,0
33,22,11.0,14,0
33,19,0.0,22,0
33,11,0.0,21,0
33,13,79.0,2,5
33,10,20.0,11,0
33,16,0.0,20,0
33,20,30.0,8,1
34,20,30.0,8,1
34,16,0.0,20,0
34,10,22.0,10,0
34,13,87.0,2,5
34,11,0.0,21,0
34,19,0.0,22,0
34,22,11.0,14,0
34,21,0.0,19,0
34,12,19.0,12,0
34,18,3.0,18,0
34,14,8.0,16,0
34,17,21.0,11,0
34,15,30.0,9,0
34,9,75.0,3,1
34,8,69.0,4,2
34,7,4.0,17,0
34,6,9.0,15,0
34,5,51.0,7,1
34,4,53.0,6,2
34,3,17.0,13,0
34,2,60.0,5,0
34,1,94.0,1,5
35,1,98.0,1,5
35,2,60.0,6,0
35,3,17.0,13,0
35,4,61.0,5,2
35,5,53.0,7,1
35,6,9.0,15,0
35,7,4.0,17,0
35,8,75.0,3,2
35,9,75.0,4,1
35,15,31.0,9,0
35,17,21.0,11,0
35,14,8.0,16,0
35,18,3.0,18,0
35,12,19.0,12,0
35,21,0.0,19,0
35,22,11.0,14,0
35,19,0.0,22,0
35,11,0.0,21,0
35,13,97.0,2,6
35,10,25.0,10,0
35,16,0.0,20,0
35,20,35.0,8,1
36,16,0.0,17,0
36,19,0.0,16,0
36,18,0.0,15,0
36,24,0.0,14,0
36,17,0.0,13,0
36,11,0.0,12,0
36,22,0.0,11,0
36,5,0.0,10,0
36,15,0.0,9,0
36,23,1.0,8,0
36,3,2.0,7,0
36,13,3.0,6,0
36,21,4.0,5,0
37,9,0.0,20,0
37,26,0.0,17,0
37,25,0.0,11,0
37,16,0.0,19,0
37,19,0.0,18,0
37,18,0.0,15,0
37,24,0.0,16,0
37,17,0.0,12,0
37,11,0.0,14,0
37,22,0.0,13,0
37,5,1.0,9,0
37,15,2.0,7,0
37,23,1.0,10,0
37,13,7.0,6,0
38,27,0.0,18,0
38,9,3.0,8,0
38,26,0.0,19,0
38,25,0.0,12,0
38,16,0.0,20,0
38,19,0.0,21,0
38,18,0.0,16,0
38,24,0.0,17,0
38,17,0.0,13,0
38,11,0.0,15,0
38,22,0.0,14,0
38,5,1.0,10,0
38,15,4.0,7,0
38,23,1.0,11,0
38,3,2.0,9,0
38,13,17.0,4,1
38,21,8.0,6,0
38,2,15.0,5,0
38,1,22.0,3,0
38,4,22.0,1,1
38,8,22.0,2,1
39,14,4.0,9,0
39,27,0.0,20,0
39,9,8.0,6,0
39,26,0.0,22,0
39,25,0.0,14,0
39,16,0.0,19,0
39,19,0.0,17,0
39,18,0.0,18,0
39,24,0.0,21,0
39,17,0.0,16,0
39,11,1.0,12,0
39,22,0.0,15,0
39,5,3.0,11,0
39,15,4.0,10,0
39,23,1.0,13,0
39,3,5.0,8,0
39,21,8.0,7,0
40,14,4.0,9,0
40,27,0.0,21,0
40,9,12.0,7,0
40,26,0.0,15,0
40,25,2.0,12,0
40,16,0.0,20,0
40,19,0.0,19,0
40,18,0.0,18,0
40,24,0.0,22,0
40,17,0.0,17,0
40,11,1.0,13,0
40,22,0.0,16,0
40,5,3.0,11,0
40,15,4.0,10,0
40,23,1.0,14,0
40,3,5.0,8,0
40,21,13.0,6,0
41,14,4.0,11,0
41,27,0.0,21,0
41,9,12.0,7,0
41,26,0.0,16,0
41,25,8.0,8,0
41,16,0.0,20,0
41,19,0.0,18,0
41,18,0.0,19,0
41,24,0.0,22,0
41,11,4.0,12,0
41,5,8.0,9,0
41,23,2.0,14,0
41,3,5.0,10,0
41,13,33.0,3,2
41,2,26.0,5,0
41,4,40.0,2,2
42,20,1.0,16,0
42,14,4.0,12,0
42,27,0.0,22,0
42,9,12.0,7,0
42,26,0.0,17,0
42,25,8.0,9,0
42,16,0.0,21,0
42,19,0.0,19,0
42,18,0.0,20,0
42,24,0.0,23,0
42,11,4.0,13,0
42,5,12.0,8,0
42,23,2.0,15,0
42,3,5.0,11,0
42,13,39.0,3,2
42,2,26.0,5,0
42,4,48.0,2,2
43,20,1.0,17,0
43,14,4.0,12,0
43,27,0.0,22,0
43,9,17.0,6,0
43,26,0.0,18,0
43,25,8.0,9,0
43,16,0.0,21,0
43,19,0.0,20,0
43,18,1.0,16,0
43,24,0.0,23,0
43,17,2.0,14,0
43,11,4.0,13,0
43,5,12.0,8,0
43,23,2.0,15,0
43,3,5.0,11,0
43,13,47.0,3,2
43,2,30.0,5,0
43,4,50.0,2,2
44,20,1.0,17,0
44,14,4.0,12,0
44,27,0.0,22,0
44,9,22.0,6,0
44,26,0.0,19,0
44,25,8.0,9,0
44,16,0.0,21,0
44,19,0.0,20,0
44,18,1.0,16,0
44,24,0.0,23,0
44,17,2.0,14,0
44,11,4.0,13,0
44,5,14.0,8,0
44,23,2.0,15,0
44,3,5.0,11,0
44,21,17.0,7,0
44,4,58.0,2,2
45,20,1.0,17,0
45,14,8.0,11,0
45,27,0.0,22,0
45,9,24.0,6,0
45,26,0.0,19,0
45,25,13.0,9,0
45,16,0.0,21,0
45,19,0.0,20,0
45,18,1.0,16,0
45,24,0.0,23,0
45,17,8.0,10,0
45,11,4.0,14,0
45,22,0.0,18,0
45,5,15.0,8,0
45,15,7.0,12,0
45,23,2.0,15,0
45,13,59.0,3,2
45,2,36.0,5,0
46,2,42.0,5,0
46,20,1.0,17,0
46,14,8.0,11,0
46,27,0.0,22,0
46,9,28.0,6,0
46,26,0.0,19,0
46,25,13.0,9,0
46,16,0.0,21,0
46,19,0.0,20,0
46,18,1.0,16,0
46,24,0.0,23,0
46,17,8.0,10,0
46,11,4.0,15,0
46,5,16.0,8,0
46,15,7.0,13,0
46,23,5.0,14,0
46,3,7.0,12,0
46,21,17.0,7,0
46,4,73.0,2,3
47,21,17.0,8,0
47,29,0.0,24,0
47,20,1.0,17,0
47,14,8.0,12,0
47,27,0.0,22,0
47,9,29.0,6,0
47,26,0.0,19,0
47,25,13.0,9,0
47,16,0.0,21,0
47,19,0.0,20,0
47,18,1.0,16,0
47,24,0.0,23,0
47,17,8.0,11,0
47,11,4.0,15,0
47,22,0.0,18,0
47,5,19.0,7,0
47,3,9.0,10,0
47,13,69.0,3,3
47,2,47.0,5,0
47,4,79.0,2,3
48,2,52.0,5,0
48,29,0.0,24,0
48,20,1.0,17,0
48,14,8.0,12,0
48,27,0.0,22,0
48,9,33.0,6,0
48,26,0.0,19,0
48,25,13.0,9,0
48,16,0.0,21,0
48,19,0.0,20,0
48,18,2.0,16,0
48,24,0.0,23,0
48,17,8.0,11,0
48,11,4.0,15,0
48,22,0.0,18,0
48,5,21.0,7,0
48,15,7.0,13,0
48,13,69.0,4,3
48,21,17.0,8,0
48,4,89.0,2,4
49,2,56.0,5,0
49,29,0.0,24,0
49,20,1.0,17,0
49,14,8.0,12,0
49,27,0.0,23,0
49,9,33.0,6,0
49,26,0.0,19,0
49,25,13.0,10,0
49,16,0.0,22,0
49,19,0.0,20,0
49,18,2.0,16,0
49,24,0.0,21,0
49,17,10.0,11,0
49,11,4.0,15,0
49,22,0.0,18,0
49,5,22.0,7,0
49,15,7.0,13,0
49,13,77.0,4,3
49,21,17.0,8,0
49,4,95.0,2,4
50,2,56.0,5,0
50,29,0.0,23,0
50,20,1.0,18,0
50,14,13.0,11,0
50,27,0.0,24,0
50,9,35.0,6,0
50,26,0.0,21,0
50,25,13.0,10,0
50,16,1.0,17,0
50,19,0.0,22,0
50,18,2.0,16,0
50,24,0.0,20,0
50,17,10.0,12,0
50,11,4.0,15,0
50,22,0.0,19,0
50,5,30.0,7,0
50,15,7.0,13,0
50,13,80.0,4,3
50,21,21.0,8,0
50,4,95.0,2,4
51,2,58.0,5,0
51,29,0.0,23,0
51,20,6.0,14,0
51,14,14.0,10,0
51,27,0.0,24,0
51,9,35.0,6,0
51,26,0.0,21,0
51,25,13.0,11,0
51,16,1.0,19,0
51,19,0.0,22,0
51,18,6.0,15,0
51,24,3.0,18,0
51,17,10.0,12,0
51,11,4.0,17,0
51,22,0.0,20,0
51,5,30.0,7,0
51,15,7.0,13,0
51,23,5.0,16,0
51,13,86.0,4,3
51,21,21.0,8,0
51,4,103.0,2,4
52,8,110.0,1,6
52,6,0.0,22,0
52,29,0.0,24,0
52,20,6.0,14,0
52,14,14.0,10,0
52,27,0.0,25,0
52,9,39.0,6,0
52,26,0.0,21,0
52,25,13.0,11,0
52,16,1.0,19,0
52,19,0.0,23,0
52,18,6.0,15,0
52,24,3.0,18,0
52,17,10.0,12,0
52,11,4.0,17,0
52,22,0.0,20,0
52,5,30.0,7,0
52,15,8.0,13,0
52,23,5.0,16,0
52,3,20.0,9,0
52,13,94.0,4,3
52,2,61.0,5,0
52,4,109.0,3,4
53,11,0.0,18,0
53,33,0.0,17,0
53,15,0.0,16,0
53,22,0.0,15,0
53,23,0.0,14,0
53,26,0.0,13,0
53,2,0.0,12,0
53,24,0.0,11,0
53,14,0.0,10,0
53,13,0.0,9,0
53,32,1.0,8,0
53,3,2.0,7,0
53,17,3.0,6,0
53,31,4.0,5,0
53,18,5.0,4,0
53,8,6.0,3,0
53,30,8.0,2,0
53,4,10.0,1,1
54,27,0.0,17,0
54,35,2.0,10,0
54,21,10.0,4,1
54,11,0.0,21,0
54,33,0.0,19,0
54,15,0.0,13,0
54,22,0.0,14,0
54,23,1.0,11,0
54,26,0.0,20,0
54,2,0.0,18,0
54,24,0.0,16,0
54,14,0.0,15,0
54,13,4.0,7,0
54,32,1.0,12,0
54,3,2.0,9,0
54,17,3.0,8,0
54,31,9.0,5,0
54,18,11.0,3,0
54,8,6.0,6,0
54,30,11.0,2,0
54,4,18.0,1,1
55,34,0.0,22,0
55,27,0.0,19,0
55,35,5.0,9,0
55,21,14.0,2,1
55,11,0.0,20,0
55,33,0.0,21,0
55,15,0.0,17,0
55,22,2.0,12,0
55,23,7.0,7,0
55,26,0.0,16,0
55,2,5.0,8,0
55,24,0.0,18,0
55,14,1.0,14,0
55,13,4.0,10,0
55,32,1.0,15,0
55,3,2.0,13,0
55,17,3.0,11,0
55,31,9.0,6,0
55,18,11.0,5,0
55,8,14.0,3,0
55,30,11.0,4,0
55,4,28.0,1,2
56,34,0.0,22,0
56,27,0.0,19,0
56,35,5.0,11,0
56,21,15.0,4,1
56,11,0.0,20,0
56,33,0.0,21,0
56,15,0.0,17,0
56,22,2.0,12,0
56,23,7.0,8,0
56,26,0.0,16,0
56,2,5.0,10,0
56,24,0.0,18,0
56,14,1.0,14,0
56,13,9.0,7,0
56,32,1.0,15,0
56,3,2.0,13,0
56,17,6.0,9,0
56,31,15.0,5,0
56,18,13.0,6,0
56,8,18.0,3,0
56,30,21.0,2,1
56,4,36.0,1,2
57,34,0.0,22,0
57,27,0.0,19,0
57,35,6.0,11,0
57,21,18.0,4,1
57,11,0.0,21,0
57,33,0.0,20,0
57,15,0.0,16,0
57,22,6.0,9,0
57,23,7.0,8,0
57,26,0.0,17,0
57,2,5.0,12,0
57,24,0.0,18,0
57,14,1.0,14,0
57,13,15.0,5,0
57,32,1.0,15,0
57,3,4.0,13,0
57,17,6.0,10,0
57,31,15.0,6,0
57,18,13.0,7,0
57,8,23.0,3,0
57,30,31.0,2,2
57,4,44.0,1,2
58,34,0.0,22,0
58,27,0.0,19,0
58,35,6.0,12,0
58,21,24.0,4,1
58,11,0.0,21,0
58,33,0.0,20,0
58,15,0.0,16,0
58,22,8.0,8,0
58,23,7.0,9,0
58,26,0.0,17,0
58,2,6.0,10,0
58,24,0.0,18,0
58,14,1.0,14,0
58,13,20.0,5,0
58,32,1.0,15,0
58,3,4.0,13,0
58,17,6.0,11,0
58,31,15.0,7,0
58,18,16.0,6,0
58,8,27.0,3,0
58,30,39.0,2,2
58,4,54.0,1,3
59,36,0.0,23,0
59,34,0.0,22,0
59,27,0.0,19,0
59,35,6.0,13,0
59,21,27.0,3,1
59,11,0.0,21,0
59,33,0.0,20,0
59,15,0.0,16,0
59,22,13.0,8,0
59,23,8.0,9,0
59,26,0.0,17,0
59,2,8.0,10,0
59,24,0.0,18,0
59,14,7.0,11,0
59,13,20.0,6,0
59,32,1.0,15,0
59,3,4.0,14,0
59,17,6.0,12,0
59,31,23.0,5,0
59,18,16.0,7,0
59,8,27.0,4,0
59,30,43.0,2,2
59,4,64.0,1,4
60,36,0.0,23,0
60,34,0.0,22,0
60,27,0.0,19,0
60,35,7.0,12,0
60,21,32.0,4,1
60,11,0.0,21,0
60,33,0.0,20,0
60,15,0.0,16,0
60,22,13.0,8,0
60,23,8.0,10,0
60,26,0.0,17,0
60,2,10.0,9,0
60,24,0.0,18,0
60,14,7.0,11,0
60,13,24.0,6,0
60,32,1.0,15,0
60,3,4.0,14,0
60,17,6.0,13,0
60,31,26.0,5,0
60,18,16.0,7,0
60,8,33.0,3,0
60,30,51.0,2,2
60,4,74.0,1,5
61,36,0.0,23,0
61,34,0.0,22,0
61,27,0.0,19,0
61,35,7.0,12,0
61,21,37.0,4,1
61,11,0.0,21,0
61,33,0.0,20,0
61,15,3.0,15,0
61,22,13.0,8,0
61,23,8.0,10,0
61,26,0.0,17,0
61,2,12.0,9,0
61,24,0.0,18,0
61,14,8.0,11,0
61,13,28.0,5,0
61,32,1.0,16,0
61,3,4.0,14,0
61,17,6.0,13,0
61,31,26.0,6,0
61,18,16.0,7,0
61,8,39.0,3,0
61,30,59.0,2,2
61,4,84.0,1,6
62,36,0.0,23,0
62,34,0.0,22,0
62,27,0.0,19,0
62,35,7.0,13,0
62,21,43.0,3,1
62,11,0.0,21,0
62,33,0.0,20,0
62,15,8.0,12,0
62,22,16.0,8,0
62,23,8.0,11,0
62,26,0.0,18,0
62,2,12.0,9,0
62,24,1.0,16,0
62,14,10.0,10,0
62,13,36.0,5,0
62,32,1.0,17,0
62,3,4.0,15,0
62,17,6.0,14,0
62,31,26.0,6,0
62,18,16.0,7,0
62,8,39.0,4,0
62,30,69.0,2,3
62,4,88.0,1,6
63,37,2.0,16,0
63,36,0.0,24,0
63,34,0.0,23,0
63,27,0.0,20,0
63,35,7.0,13,0
63,21,46.0,3,1
63,11,0.0,22,0
63,33,0.0,21,0
63,15,8.0,12,0
63,22,16.0,8,0
63,23,13.0,9,0
63,26,0.0,19,0
63,2,13.0,10,0
63,24,1.0,17,0
63,14,10.0,11,0
63,13,42.0,5,0
63,32,1.0,18,0
63,3,4.0,15,0
63,17,6.0,14,0
63,31,26.0,6,0
63,18,16.0,7,0
63,8,43.0,4,0
63,30,79.0,2,4
63,4,96.0,1,6
64,37,2.0,16,0
64,36,0.0,24,0
64,34,0.0,23,0
64,27,0.0,20,0
64,35,7.0,13,0
64,21,49.0,4,1
64,11,0.0,22,0
64,33,0.0,21,0
64,15,10.0,12,0
64,22,16.0,8,0
64,23,13.0,9,0
64,26,0.0,19,0
64,2,13.0,10,0
64,24,1.0,18,0
64,14,10.0,11,0
64,13,50.0,3,0
64,32,2.0,17,0
64,3,4.0,15,0
64,17,6.0,14,0
64,31,26.0,6,0
64,18,21.0,7,0
64,8,49.0,5,0
64,30,89.0,2,5
64,4,100.0,1,6
65,37,10.0,12,0
65,36,0.0,24,0
65,34,0.0,23,0
65,27,0.0,21,0
65,35,7.0,14,0
65,21,49.0,4,1
65,11,0.0,22,0
65,33,0.0,20,0
65,15,10.0,13,0
65,22,21.0,8,0
65,23,16.0,10,0
65,26,0.0,19,0
65,2,19.0,9,0
65,24,1.0,18,0
65,14,14.0,11,0
65,13,52.0,3,0
65,32,2.0,17,0
65,3,4.0,16,0
65,17,6.0,15,0
65,31,26.0,7,0
65,18,31.0,6,1
65,8,49.0,5,0
65,30,90.0,2,5
65,4,100.0,1,6
66,9,0.0,23,0
66,37,14.0,11,0
66,36,0.0,25,0
66,34,0.0,24,0
66,27,0.0,21,0
66,35,7.0,14,0
66,21,52.0,4,1
66,11,0.0,22,0
66,33,0.0,20,0
66,15,10.0,13,0
66,22,22.0,8,0
66,23,18.0,10,0
66,26,0.0,19,0
66,2,19.0,9,0
66,24,1.0,18,0
66,14,14.0,12,0
66,13,62.0,3,1
66,32,2.0,17,0
66,3,4.0,16,0
66,17,6.0,15,0
66,31,26.0,7,0
66,18,36.0,6,1
66,8,49.0,5,0
66,30,96.0,2,5
66,4,108.0,1,6
67,9,6.0,15,0
67,37,14.0,11,0
67,36,0.0,25,0
67,34,0.0,24,0
67,27,0.0,22,0
67,35,7.0,14,0
67,21,57.0,4,1
67,11,0.0,23,0
67,33,0.0,21,0
67,15,12.0,13,0
67,22,25.0,8,0
67,23,18.0,10,0
67,26,0.0,20,0
67,2,20.0,9,0
67,24,1.0,19,0
67,14,14.0,12,0
67,13,62.0,3,1
67,32,2.0,18,0
67,3,4.0,17,0
67,17,6.0,16,0
67,31,26.0,7,0
67,18,40.0,6,1
67,8,57.0,5,0
67,30,106.0,2,6
67,4,108.0,1,6
68,29,0.0,27,0
68,38,0.0,24,0
68,9,6.0,16,0
68,37,18.0,10,0
68,36,0.0,26,0
68,34,0.0,25,0
68,27,0.0,22,0
68,35,7.0,15,0
68,21,63.0,3,1
68,11,0.0,23,0
68,33,0.0,21,0
68,15,12.0,13,0
68,22,28.0,7,0
68,23,18.0,11,0
68,26,0.0,20,0
68,2,22.0,9,0
68,24,1.0,19,0
68,14,14.0,12,0
68,13,62.0,4,1
68,32,2.0,18,0
68,3,4.0,17,0
68,17,7.0,14,0
68,31,26.0,8,0
68,18,45.0,6,1
68,8,57.0,5,0
68,30,116.0,1,7
68,4,116.0,2,6
69,29,0.0,27,0
69,38,0.0,24,0
69,9,6.0,16,0
69,37,18.0,11,0
69,36,0.0,26,0
69,34,0.0,25,0
69,27,0.0,22,0
69,35,7.0,15,0
69,21,69.0,4,1
69,11,0.0,23,0
69,33,0.0,21,0
69,15,15.0,12,0
69,22,28.0,7,0
69,23,20.0,10,0
69,26,0.0,20,0
69,2,23.0,9,0
69,24,1.0,19,0
69,14,14.0,13,0
69,13,70.0,3,1
69,32,2.0,18,0
69,3,4.0,17,0
69,17,7.0,14,0
69,31,26.0,8,0
69,18,50.0,6,1
69,8,61.0,5,0
69,30,116.0,2,7
69,4,126.0,1,7
70,29,0.0,26,0
70,38,0.0,24,0
70,9,6.0,16,0
70,37,19.0,11,0
70,36,0.0,27,0
70,34,0.0,25,0
70,27,0.0,22,0
70,35,7.0,15,0
70,21,72.0,4,1
70,11,0.0,23,0
70,33,0.0,21,0
70,15,15.0,12,0
70,22,30.0,7,0
70,23,20.0,10,0
70,26,0.0,20,0
70,2,23.0,9,0
70,24,1.0,19,0
70,14,14.0,13,0
70,13,80.0,3,2
70,32,2.0,18,0
70,3,4.0,17,0
70,17,7.0,14,0
70,31,26.0,8,0
70,18,56.0,6,1
70,8,65.0,5,0
70,30,121.0,2,7
70,4,134.0,1,7
71,39,0.0,13,0
71,11,0.0,17,0
71,35,0.0,12,0
71,23,0.0,11,0
71,18,0.0,16,0
71,13,0.0,10,0
71,15,0.0,9,0
71,8,1.0,8,0
71,32,2.0,7,0
71,31,3.0,6,0
71,17,4.0,5,0
71,14,5.0,4,0
71,4,6.0,3,0
71,22,8.0,2,0
71,21,10.0,1,1
72,30,2.0,11,0
72,40,0.0,18,0
72,33,0.0,15,0
72,39,0.0,14,0
72,11,0.0,20,0
72,35,0.0,16,0
72,23,4.0,8,0
72,18,0.0,19,0
72,13,0.0,13,0
72,15,8.0,3,0
72,8,1.0,12,0
72,32,3.0,10,0
72,31,8.0,6,0
72,17,4.0,9,0
72,14,8.0,5,0
72,4,16.0,1,1
72,22,8.0,4,0
72,21,10.0,2,1
73,2,6.0,10,0
73,30,2.0,14,0
73,40,0.0,18,0
73,33,0.0,15,0
73,39,0.0,17,0
73,11,0.0,21,0
73,35,0.0,16,0
73,23,9.0,4,0
73,18,0.0,20,0
73,13,2.0,13,0
73,15,16.0,2,0
73,8,7.0,8,0
73,32,3.0,12,0
73,31,8.0,7,0
73,17,7.0,9,0
73,14,9.0,5,0
73,4,26.0,1,2
73,22,8.0,6,0
73,21,10.0,3,1
74,19,0.0,24,0
74,27,0.0,21,0
74,2,9.0,5,0
