raceId,constructorId,points
45,7,0.0
45,12,0.0
45,5,0.0
46,1,15.0
46,6,8.0
46,2,10.0
46,7,3.0
46,3,2.0
46,4,1.0
46,9,0.0
46,8,0.0
46,5,0.0
46,12,0.0
46,11,0.0
47,6,18.0
47,1,10.0
47,2,6.0
47,4,3.0
47,3,2.0
47,9,0.0
47,7,0.0
47,11,0.0
47,8,0.0
47,5,0.0
47,12,0.0
48,1,18.0
48,6,6.0
48,2,9.0
48,3,3.0
48,4,2.0
48,11,1.0
48,9,0.0
48,7,0.0
48,8,0.0
48,5,0.0
48,12,0.0
49,6,18.0
49,1,11.0
49,2,4.0
49,3,3.0
49,9,2.0
49,4,1.0
49,7,0.0
49,5,0.0
49,11,0.0
49,12,0.0
49,8,0.0
50,1,10.0
50,4,12.0
50,6,9.0
50,9,5.0
50,2,2.0
50,12,1.0
50,5,0.0
50,11,0.0
50,7,0.0
50,8,0.0
50,3,0.0
51,6,16.0
51,1,8.0
51,5,8.0
51,11,4.0
51,2,2.0
51,9,1.0
51,4,0.0
51,3,0.0
51,7,0.0
51,8,0.0
51,12,0.0
52,6,18.0
52,1,8.0
52,3,5.0
52,2,7.0
52,7,1.0
52,9,0.0
52,8,0.0
52,5,0.0
52,12,0.0
52,11,0.0
52,4,0.0
53,4,10.0
53,6,8.0
53,1,10.0
53,11,5.0
53,3,5.0
53,9,1.0
53,5,0.0
53,2,0.0
53,7,0.0
53,13,0.0
53,8,0.0
54,4,18.0
54,11,6.0
54,1,5.0
54,6,7.0
54,2,2.0
54,7,1.0
54,5,0.0
54,13,0.0
54,8,0.0
54,9,0.0
54,3,0.0
55,4,14.0
55,1,8.0
55,7,6.0
55,2,8.0
55,11,2.0
55,9,1.0
55,5,0.0
55,13,0.0
55,8,0.0
55,6,0.0
55,3,0.0
56,6,15.0
56,4,9.0
56,1,10.0
56,3,3.0
56,11,2.0
56,7,0.0
56,2,0.0
56,5,0.0
56,13,0.0
56,9,0.0
56,8,0.0
57,6,16.0
57,4,11.0
57,1,5.0
57,11,4.0
57,3,2.0
57,2,1.0
57,7,0.0
57,5,0.0
57,13,0.0
57,8,0.0
57,9,0.0
58,4,16.0
58,6,13.0
58,1,4.0
58,11,5.0
58,2,1.0
58,3,0.0
58,7,0.0
58,9,0.0
58,5,0.0
58,13,0.0
58,8,0.0
59,4,13.0
59,1,8.0
59,9,6.0
59,11,5.0
59,6,4.0
59,2,2.0
59,7,1.0
59,5,0.0
59,13,0.0
59,8,0.0
59,3,0.0
60,4,15.0
60,6,12.0
60,1,9.0
60,2,3.0
60,3,0.0
60,11,0.0
60,7,0.0
60,9,0.0
60,5,0.0
60,13,0.0
60,8,0.0
61,4,15.0
61,6,12.0
61,1,6.0
61,7,3.0
61,2,2.0
61,9,1.0
61,11,0.0
61,5,0.0
61,3,0.0
61,13,0.0
61,8,0.0
62,6,18.0
62,4,10.0
62,7,5.0
62,11,3.0
62,9,2.0
62,5,1.0
62,3,0.0
62,13,0.0
62,2,0.0
62,8,0.0
62,1,0.0
63,6,16.0
63,4,11.0
63,7,5.0
63,1,6.0
63,2,1.0
63,9,0.0
63,5,0.0
63,3,0.0
63,13,0.0
63,8,0.0
63,11,0.0
64,6,18.0
64,1,6.0
64,11,5.0
64,4,7.0
64,7,2.0
64,9,1.0
64,5,0.0
64,3,0.0
64,8,0.0
64,2,0.0
64,13,0.0
65,11,15.0
65,1,8.0
65,2,6.0
65,9,4.0
65,7,3.0
65,6,3.0
65,13,0.0
65,5,0.0
65,8,0.0
65,4,0.0
65,3,0.0
66,6,16.0
66,4,11.0
66,11,6.0
66,1,4.0
66,7,2.0
66,3,0.0
66,9,0.0
66,2,0.0
66,5,0.0
66,13,0.0
66,8,0.0
67,6,10.0
67,1,8.0
67,2,7.0
67,4,5.0
67,11,7.0
67,7,2.0
67,3,0.0
67,9,0.0
67,5,0.0
67,8,0.0
67,14,0.0
68,6,10.0
68,4,14.0
68,11,8.0
68,1,4.0
68,2,2.0
68,3,1.0
68,9,0.0
68,5,0.0
68,14,0.0
68,8,0.0
68,7,0.0
69,4,16.0
69,6,8.0
69,11,5.0
69,1,4.0
69,7,5.0
69,2,1.0
69,3,0.0
69,9,0.0
69,5,0.0
69,8,0.0
69,14,0.0
70,6,15.0
70,4,11.0
70,11,8.0
70,1,5.0
70,2,0.0
70,8,0.0
70,5,0.0
70,9,0.0
70,14,0.0
70,7,0.0
70,3,0.0
71,4,16.0
71,6,8.0
71,9,7.0
71,3,4.0
71,1,4.0
71,7,0.0
71,15,0.0
71,16,0.0
71,17,0.0
71,18,0.0
72,4,10.0
72,7,12.0
72,3,6.0
72,1,5.0
72,9,4.0
72,6,2.0
72,15,0.0
72,17,0.0
72,18,0.0
72,16,0.0
73,4,10.0
73,7,13.0
73,1,10.0
73,3,3.0
73,15,2.0
73,9,1.0
73,6,0.0
73,17,0.0
73,18,0.0
73,16,0.0
74,4,10.0
74,6,8.0
74,1,6.0
74,15,5.0
74,7,4.0
74,3,5.0
74,9,1.0
74,17,0.0
74,18,0.0
74,16,0.0
75,1,12.0
75,4,12.0
75,7,11.0
75,3,3.0
75,9,1.0
75,6,0.0
75,15,0.0
75,17,0.0
75,18,0.0
76,1,14.0
76,3,14.0
76,4,5.0
76,7,3.0
76,6,3.0
76,15,0.0
76,17,0.0
76,18,0.0
76,9,0.0
77,4,13.0
77,3,8.0
77,6,10.0
77,9,5.0
77,1,2.0
77,7,1.0
77,16,0.0
77,15,0.0
77,17,0.0
77,18,0.0
78,1,10.0
78,6,14.0
78,15,5.0
78,3,4.0
78,7,3.0
78,9,3.0
78,17,0.0
78,18,0.0
78,16,0.0
78,4,0.0
79,6,18.0
79,17,11.0
79,18,7.0
79,7,0.0
79,1,0.0
79,16,0.0
79,4,0.0
79,3,0.0
79,15,0.0
79,9,0.0
80,4,13.0
80,1,8.0
80,6,6.0
80,16,5.0
80,7,6.0
80,15,1.0
80,9,0.0
80,3,0.0
80,17,0.0
80,18,0.0
81,1,16.0
81,4,13.0
81,16,4.0
81,6,5.0
81,7,1.0
81,15,0.0
81,3,0.0
81,9,0.0
81,17,0.0
81,18,0.0
82,4,15.0
82,1,8.0
82,16,6.0
82,6,4.0
82,7,3.0
82,9,2.0
82,15,1.0
82,3,0.0
82,18,0.0
82,17,0.0
83,1,10.0
83,6,8.0
83,7,11.0
83,16,5.0
83,3,5.0
83,4,0.0
83,17,0.0
83,15,0.0
83,18,0.0
83,9,0.0
84,1,16.0
84,4,13.0
84,16,4.0
84,7,3.0
84,9,3.0
84,6,0.0
84,15,0.0
84,18,0.0
84,17,0.0
84,3,0.0
85,1,15.0
85,4,14.0
85,7,7.0
85,3,2.0
85,16,1.0
85,15,0.0
85,6,0.0
85,9,0.0
85,17,0.0
85,18,0.0
86,1,10.0
86,4,8.0
86,16,6.0
86,3,5.0
86,6,4.0
86,15,3.0
86,7,2.0
86,17,1.0
86,9,0.0
86,18,0.0
87,1,18.0
87,4,10.0
87,6,8.0
87,16,2.0
87,7,1.0
87,9,0.0
87,15,0.0
87,18,0.0
87,17,0.0
87,3,0.0
88,1,10.0
88,4,14.0
88,3,5.0
88,16,4.0
88,9,3.0
88,6,2.0
88,7,1.0
88,15,0.0
88,17,0.0
88,18,0.0
89,4,15.0
89,1,8.0
89,7,6.0
89,9,4.0
89,15,3.0
89,3,2.0
89,16,1.0
89,17,0.0
89,6,0.0
89,18,0.0
90,6,18.0
90,4,8.0
90,3,9.0
90,16,3.0
90,1,1.0
90,15,0.0
90,19,0.0
90,7,0.0
90,17,0.0
90,18,0.0
91,6,15.0
91,3,8.0
91,16,6.0
91,4,6.0
91,1,3.0
91,15,1.0
91,7,0.0
91,19,0.0
91,17,0.0
91,18,0.0
92,6,18.0
92,16,10.0
92,4,8.0
92,3,2.0
92,19,1.0
92,7,0.0
92,15,0.0
92,17,0.0
92,18,0.0
92,1,0.0
93,6,13.0
93,16,8.0
93,3,8.0
93,4,9.0
93,1,1.0
93,15,0.0
93,7,0.0
93,19,0.0
93,18,0.0
93,17,0.0
94,6,18.0
94,4,11.0
94,16,5.0
94,3,3.0
94,15,2.0
94,1,0.0
94,19,0.0
94,7,0.0
94,17,0.0
94,18,0.0
95,4,10.0
95,16,8.0
95,6,6.0
95,3,5.0
95,15,4.0
95,7,4.0
95,17,2.0
95,18,0.0
95,1,0.0
95,19,0.0
96,6,18.0
96,16,6.0
96,4,9.0
96,15,3.0
96,19,2.0
96,3,1.0
96,17,0.0
96,7,0.0
96,18,0.0
96,1,0.0
97,6,18.0
97,16,6.0
97,15,5.0
97,1,7.0
97,17,3.0
97,19,0.0
97,18,0.0
97,4,0.0
97,3,0.0
97,7,0.0
98,6,18.0
98,16,6.0
98,4,5.0
98,7,4.0
98,1,5.0
98,18,1.0
98,15,0.0
98,19,0.0
98,3,0.0
98,17,0.0
99,6,16.0
99,4,13.0
99,16,4.0
99,1,5.0
99,3,1.0
99,19,0.0
99,15,0.0
99,7,0.0
99,17,0.0
99,18,0.0
100,6,16.0
100,1,10.0
100,16,5.0
100,3,4.0
100,15,3.0
100,19,1.0
100,4,0.0
100,7,0.0
100,17,0.0
100,18,0.0
101,6,10.0
101,16,9.0
101,4,6.0
101,1,5.0
101,3,6.0
101,19,3.0
101,15,0.0
101,7,0.0
101,17,0.0
101,18,0.0
102,6,18.0
102,4,6.0
102,3,7.0
102,16,7.0
102,15,1.0
102,1,0.0
102,19,0.0
102,7,0.0
102,17,0.0
102,18,0.0
103,1,12.0
103,6,14.0
103,15,9.0
103,19,3.0
103,7,1.0
103,4,0.0
103,17,0.0
103,3,0.0
103,16,0.0
103,18,0.0
104,6,18.0
104,16,11.0
104,3,6.0
104,1,3.0
104,15,1.0
104,19,0.0
104,4,0.0
104,7,0.0
104,17,0.0
104,18,0.0
105,6,10.0
105,16,11.0
105,1,6.0
105,4,5.0
105,3,4.0
105,15,3.0
105,19,0.0
105,17,0.0
105,7,0.0
105,18,0.0
106,6,10.0
106,3,10.0
106,16,11.0
106,4,4.0
106,1,3.0
106,15,1.0
106,7,0.0
106,19,0.0
106,17,0.0
106,18,0.0
107,3,14.0
107,1,8.0
107,6,8.0
107,4,5.0
107,16,3.0
107,15,1.0
107,7,0.0
107,19,0.0
107,17,0.0
107,18,0.0
108,1,16.0
108,3,9.0
108,6,5.0
108,4,6.0
108,15,3.0
108,16,0.0
108,18,0.0
108,17,0.0
108,19,0.0
108,7,0.0
109,1,10.0
109,6,11.0
109,4,10.0
109,3,5.0
109,16,2.0
109,15,1.0
109,17,0.0
109,7,0.0
109,18,0.0
109,19,0.0
110,17,10.0
110,1,13.0
110,4,7.0
110,15,4.0
110,16,3.0
110,3,2.0
110,19,0.0
110,7,0.0
110,6,0.0
110,18,0.0
111,6,16.0
111,1,12.0
111,3,7.0
111,4,3.0
111,16,1.0
111,7,0.0
111,15,0.0
111,19,0.0
111,17,0.0
111,18,0.0
112,6,16.0
112,4,8.0
112,3,9.0
112,7,3.0
112,19,2.0
112,17,1.0
112,16,0.0
112,15,0.0
112,18,0.0
112,1,0.0
113,6,16.0
113,1,12.0
113,16,5.0
113,3,3.0
113,19,2.0
113,4,1.0
113,7,0.0
113,17,0.0
113,18,0.0
113,15,0.0
114,3,15.0
114,1,10.0
114,6,7.0
114,4,7.0
114,7,0.0
114,17,0.0
114,15,0.0
114,16,0.0
114,18,0.0
114,19,0.0
115,6,14.0
115,3,14.0
115,4,5.0
115,1,3.0
115,19,2.0
115,7,1.0
115,18,0.0
115,16,0.0
115,15,0.0
115,17,0.0
116,3,18.0
116,6,10.0
116,4,5.0
116,19,3.0
116,16,2.0
116,15,1.0
116,17,0.0
116,18,0.0
116,1,0.0
116,7,0.0
117,3,18.0
117,6,8.0
117,1,9.0
117,19,3.0
117,7,1.0
117,16,0.0
117,15,0.0
117,18,0.0
117,17,0.0
117,4,0.0
118,6,15.0
118,3,8.0
118,1,10.0
118,4,3.0
118,7,2.0
118,16,1.0
118,15,0.0
118,17,0.0
118,19,0.0
118,18,0.0
119,3,10.0
119,1,8.0
119,4,11.0
119,7,7.0
119,6,2.0
119,16,1.0
119,15,0.0
119,19,0.0
119,18,0.0
119,17,0.0
120,4,12.0
120,1,12.0
120,3,11.0
120,19,3.0
120,6,1.0
120,15,0.0
120,16,0.0
120,7,0.0
120,18,0.0
120,17,0.0
121,6,16.0
121,3,12.0
121,1,5.0
121,16,3.0
121,19,2.0
121,4,1.0
121,15,0.0
121,17,0.0
121,18,0.0
121,7,0.0
122,6,10.0
122,1,8.0
122,15,10.0
122,4,5.0
122,3,3.0
122,17,2.0
122,19,1.0
122,7,0.0
122,18,0.0
122,16,0.0
123,6,11.0
123,1,14.0
123,16,8.0
123,4,4.0
123,7,2.0
123,15,0.0
123,19,0.0
123,3,0.0
123,17,0.0
123,18,0.0
124,6,10.0
124,3,6.0
124,1,4.0
124,19,3.0
124,18,2.0
124,7,1.0
124,16,0.0
124,21,0.0
124,17,0.0
124,4,0.0
124,15,0.0
125,3,16.0
125,6,4.0
125,4,3.0
125,15,3.0
125,7,0.0
125,16,0.0
125,17,0.0
125,19,0.0
125,21,0.0
125,18,0.0
125,1,0.0
126,6,10.0
126,3,8.0
126,1,4.0
126,4,3.0
126,7,1.0
126,19,0.0
126,17,0.0
126,16,0.0
126,18,0.0
126,15,0.0
126,21,0.0
127,6,16.0
127,3,7.0
127,4,2.0
127,1,1.0
127,16,0.0
127,15,0.0
127,18,0.0
127,21,0.0
127,19,0.0
127,7,0.0
127,17,0.0
128,6,10.0
128,3,6.0
128,1,4.0
128,15,5.0
128,21,1.0
128,16,0.0
128,7,0.0
128,4,0.0
128,19,0.0
128,17,0.0
128,18,0.0
129,6,16.0
129,3,7.0
129,17,2.0
129,1,1.0
129,4,0.0
129,7,0.0
129,16,0.0
129,21,0.0
129,18,0.0
129,19,0.0
129,15,0.0
130,1,10.0
130,6,6.0
130,3,4.0
130,4,3.0
130,17,2.0
130,21,1.0
130,15,0.0
130,19,0.0
130,18,0.0
130,7,0.0
130,16,0.0
131,6,14.0
131,1,9.0
131,17,2.0
131,4,1.0
131,3,0.0
131,16,0.0
131,15,0.0
131,18,0.0
131,21,0.0
131,7,0.0
131,19,0.0
132,6,16.0
132,1,4.0
132,3,3.0
132,4,2.0
132,15,1.0
132,16,0.0
132,19,0.0
132,21,0.0
132,7,0.0
132,18,0.0
132,17,0.0
133,6,16.0
133,3,4.0
133,16,5.0
133,15,1.0
133,17,0.0
133,1,0.0
133,19,0.0
133,4,0.0
133,21,0.0
133,7,0.0
133,18,0.0
134,6,10.0
134,1,10.0
134,3,5.0
134,4,1.0
134,15,0.0
134,18,0.0
134,19,0.0
134,7,0.0
134,16,0.0
134,17,0.0
134,21,0.0
135,6,13.0
135,3,10.0
135,1,2.0
135,15,1.0
135,17,0.0
135,7,0.0
135,19,0.0
135,21,0.0
135,16,0.0
135,4,0.0
135,18,0.0
136,6,16.0
136,3,4.0
136,1,5.0
136,17,1.0
136,15,0.0
136,4,0.0
136,16,0.0
136,19,0.0
136,7,0.0
136,18,0.0
137,6,16.0
137,3,6.0
137,1,3.0
137,19,1.0
137,7,0.0
137,16,0.0
137,15,0.0
137,17,0.0
137,4,0.0
137,18,0.0
138,6,16.0
138,19,4.0
138,4,5.0
138,16,1.0
138,1,0.0
138,17,0.0
138,15,0.0
138,7,0.0
138,18,0.0
138,3,0.0
139,6,16.0
139,1,4.0
139,3,3.0
139,4,2.0
139,16,1.0
139,17,0.0
139,15,0.0
139,19,0.0
139,7,0.0
139,18,0.0
140,6,16.0
140,1,4.0
140,3,3.0
140,17,2.0
140,4,1.0
140,15,0.0
140,7,0.0
140,19,0.0
140,18,0.0
140,16,0.0
141,6,14.0
141,1,6.0
141,15,4.0
141,17,2.0
141,16,0.0
141,19,0.0
141,20,0.0
141,21,0.0
141,18,0.0
141,22,0.0
141,3,0.0
142,6,16.0
142,1,5.0
142,17,3.0
142,3,2.0
142,21,0.0
142,20,0.0
142,19,0.0
142,22,0.0
142,18,0.0
142,16,0.0
142,15,0.0
143,1,10.0
143,6,6.0
143,15,4.0
143,16,3.0
143,17,2.0
143,22,1.0
143,20,0.0
143,18,0.0
143,3,0.0
143,19,0.0
143,21,0.0
144,3,10.0
144,1,9.0
144,6,4.0
144,17,3.0
144,15,0.0
144,16,0.0
144,20,0.0
144,21,0.0
144,19,0.0
144,22,0.0
144,18,0.0
145,6,10.0
145,3,6.0
145,16,4.0
145,17,3.0
145,1,2.0
145,15,1.0
145,20,0.0
145,21,0.0
145,18,0.0
145,22,0.0
145,19,0.0
146,1,10.0
146,6,10.0
146,15,3.0
146,16,2.0
146,21,1.0
146,19,0.0
146,20,0.0
146,22,0.0
146,3,0.0
146,18,0.0
146,17,0.0
147,6,16.0
147,19,4.0
147,16,3.0
147,1,2.0
147,20,1.0
147,22,0.0
147,21,0.0
147,15,0.0
147,3,0.0
147,18,0.0
147,17,0.0
148,3,10.0
148,6,6.0
148,1,4.0
148,15,3.0
148,20,2.0
148,19,1.0
148,17,0.0
148,18,0.0
148,21,0.0
148,16,0.0
148,22,0.0
149,6,12.0
149,3,9.0
149,1,5.0
149,19,0.0
149,16,0.0
149,15,0.0
149,22,0.0
149,20,0.0
149,18,0.0
149,21,0.0
149,17,0.0
150,6,14.0
150,3,6.0
150,1,3.0
150,17,2.0
150,15,1.0
150,16,0.0
150,20,0.0
150,22,0.0
150,21,0.0
150,19,0.0
150,18,0.0
151,1,10.0
151,6,10.0
151,3,3.0
151,15,3.0
151,17,0.0
151,16,0.0
151,19,0.0
151,21,0.0
151,20,0.0
151,22,0.0
151,18,0.0
152,3,10.0
152,6,6.0
152,16,4.0
152,22,5.0
152,20,1.0
152,21,0.0
152,18,0.0
152,17,0.0
152,1,0.0
152,15,0.0
152,19,0.0
153,6,16.0
153,1,6.0
153,3,3.0
153,15,1.0
153,16,0.0
153,17,0.0
153,19,0.0
153,21,0.0
153,22,0.0
153,20,0.0
153,18,0.0
154,6,12.0
154,1,9.0
154,22,4.0
154,17,1.0
154,3,0.0
154,16,0.0
154,20,0.0
154,21,0.0
154,18,0.0
154,19,0.0
154,15,0.0
155,3,14.0
155,6,9.0
155,19,2.0
155,16,1.0
155,15,0.0
155,17,0.0
155,22,0.0
155,20,0.0
155,18,0.0
155,21,0.0
155,1,0.0
156,1,14.0
156,6,6.0
156,17,3.0
156,19,2.0
156,15,1.0
156,22,0.0
156,20,0.0
156,16,0.0
156,21,0.0
156,3,0.0
156,18,0.0
157,6,12.0
157,3,7.0
157,1,7.0
157,22,0.0
157,17,0.0
157,15,0.0
157,16,0.0
157,18,0.0
157,20,0.0
157,21,0.0
157,19,0.0
158,6,16.0
158,3,4.0
158,16,4.0
158,22,2.0
158,18,0.0
158,20,0.0
158,15,0.0
158,17,0.0
158,1,0.0
158,21,0.0
158,19,0.0
159,6,10.0
159,22,6.0
159,17,7.0
159,3,3.0
159,21,0.0
159,16,0.0
159,18,0.0
159,1,0.0
159,19,0.0
159,20,0.0
159,15,0.0
160,6,13.0
160,1,10.0
160,16,2.0
160,15,1.0
160,19,0.0
160,22,0.0
160,18,0.0
160,21,0.0
160,17,0.0
160,3,0.0
160,20,0.0
161,1,16.0
161,6,4.0
161,3,5.0
161,17,1.0
161,22,0.0
161,15,0.0
161,20,0.0
161,19,0.0
161,18,0.0
161,16,0.0
161,21,0.0
162,1,16.0
162,6,6.0
162,3,3.0
162,17,1.0
162,15,0.0
162,16,0.0
162,22,0.0
162,19,0.0
162,18,0.0
162,20,0.0
162,21,0.0
163,6,13.0
163,1,10.0
163,22,2.0
163,21,1.0
163,15,0.0
163,18,0.0
163,20,0.0
163,3,0.0
163,19,0.0
163,16,0.0
163,17,0.0
164,1,11.0
164,6,6.0
164,22,4.0
164,19,3.0
164,15,2.0
164,16,0.0
164,20,0.0
164,17,0.0
164,21,0.0
164,3,0.0
164,18,0.0
165,6,16.0
165,22,4.0
165,1,3.0
165,21,2.0
165,17,1.0
165,16,0.0
165,15,0.0
165,3,0.0
165,18,0.0
165,19,0.0
165,20,0.0
166,1,16.0
166,6,4.0
166,16,3.0
166,3,2.0
166,17,1.0
166,22,0.0
166,15,0.0
166,20,0.0
166,19,0.0
166,18,0.0
166,21,0.0
167,1,16.0
167,6,4.0
167,16,3.0
167,3,2.0
167,15,1.0
167,19,0.0
167,18,0.0
167,22,0.0
167,20,0.0
167,21,0.0
167,17,0.0
168,6,10.0
168,1,10.0
168,3,3.0
168,15,2.0
168,21,1.0
168,16,0.0
168,17,0.0
168,19,0.0
168,18,0.0
168,20,0.0
168,22,0.0
169,1,14.0
169,6,9.0
169,3,2.0
169,17,1.0
169,19,0.0
169,15,0.0
169,22,0.0
169,16,0.0
169,21,0.0
169,18,0.0
169,20,0.0
170,1,13.0
170,6,6.0
170,3,6.0
170,17,1.0
170,16,0.0
170,19,0.0
170,15,0.0
170,22,0.0
170,18,0.0
170,21,0.0
170,20,0.0
171,6,10.0
171,1,6.0
171,3,4.0
171,21,3.0
171,22,2.0
171,16,1.0
171,15,0.0
171,18,0.0
171,20,0.0
171,19,0.0
171,17,0.0
172,6,16.0
172,17,4.0
172,16,4.0
172,1,2.0
172,19,0.0
172,15,0.0
172,20,0.0
172,22,0.0
172,18,0.0
172,3,0.0
172,21,0.0
173,6,13.0
173,1,10.0
173,3,2.0
173,16,1.0
173,19,0.0
173,15,0.0
173,21,0.0
173,17,0.0
173,22,0.0
173,18,0.0
173,20,0.0
174,6,14.0
174,1,9.0
174,16,2.0
174,19,1.0
174,22,0.0
174,15,0.0
174,21,0.0
174,20,0.0
174,17,0.0
174,18,0.0
174,3,0.0
175,6,10.0
175,17,6.0
175,3,4.0
175,22,3.0
175,24,2.0
175,21,1.0
175,16,0.0
175,18,0.0
175,15,0.0
175,20,0.0
175,1,0.0
176,1,10.0
176,6,8.0
176,17,4.0
176,3,3.0
176,20,1.0
176,22,0.0
176,21,0.0
176,18,0.0
176,16,0.0
176,24,0.0
176,15,0.0
177,6,10.0
177,1,6.0
177,24,4.0
177,17,3.0
177,22,2.0
177,15,1.0
177,16,0.0
177,18,0.0
177,3,0.0
177,20,0.0
177,21,0.0
178,6,16.0
178,1,4.0
178,17,3.0
178,22,3.0
178,20,0.0
178,3,0.0
178,24,0.0
178,15,0.0
178,16,0.0
178,21,0.0
178,18,0.0
179,1,16.0
179,6,7.0
179,3,2.0
179,20,1.0
179,17,0.0
179,16,0.0
179,22,0.0
179,21,0.0
179,18,0.0
179,15,0.0
179,24,0.0
180,1,10.0
180,22,6.0
180,6,4.0
180,3,3.0
180,24,2.0
180,15,1.0
180,18,0.0
180,20,0.0
180,17,0.0
180,21,0.0
180,16,0.0
181,17,10.0
181,1,6.0
181,24,4.0
181,3,3.0
181,6,3.0
181,20,0.0
181,16,0.0
181,18,0.0
181,21,0.0
181,22,0.0
181,15,0.0
182,1,10.0
182,6,6.0
182,3,4.0
182,17,5.0
182,15,1.0
182,22,0.0
182,24,0.0
182,20,0.0
182,18,0.0
182,21,0.0
182,16,0.0
183,6,10.0
183,1,10.0
183,17,3.0
183,22,2.0
183,15,1.0
183,20,0.0
